,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
611,611,H,VBiTe,V,Bi,Te,238352-2,3.39,3.39,19.11,90.0,90.0,120.0,P 3 m 1,-15.98,0.78,,,,,68.54,41.2,68.54,41.2,,,,,0.0,31.68,31.68,1.58,12.8,12.68,0.0,-2.62,-2.57,-0.21,2.68,2.67,0.11,-0.06,-0.1,0.1,VBiBi,VTeTe,1.74,-0.14,-0.14,1.74,-0.02
612,612,H,VNO,V,N,O,230708-2,2.81,2.81,19.11,90.0,90.0,120.0,P 3 m 1,-25.03,-2.44,,,,,169.23,64.35,169.23,64.35,,,,,0.0,11.71,11.71,1.22,5.88,5.85,0.0,3.19,3.19,0.22,-3.2,-3.19,-0.09,0.01,0.0,-0.13,VNN,VOO,0.39,-6.43,-6.43,0.39,0.58
613,613,H,VNS,V,N,S,230716-2,3.0,3.0,19.11,90.0,90.0,120.0,P 3 m 1,-23.03,-0.82,,,,,148.9,40.26,148.9,40.26,,,,,0.0,13.94,13.94,1.29,2.05,2.06,0.0,3.5,3.51,0.07,-3.65,-3.65,-0.12,0.15,0.14,0.05,VNN,VSS,0.39,-1.86,-1.86,0.39,-0.09
614,614,H,VNSe,V,N,Se,230734-2,3.07,3.07,19.11,90.0,90.0,120.0,P 3 m 1,-22.18,-0.61,,,,,107.91,17.05,107.91,17.05,,,,,0.0,78.23,78.23,1.31,6.82,9.55,0.0,5.92,7.71,0.15,-5.86,-6.77,-0.18,-0.06,-0.94,0.03,VNN,VSeSe,0.39,-1.38,-1.38,0.39,-0.11
615,615,H,VNTe,V,N,Te,230752-2,3.19,3.19,19.11,90.0,90.0,120.0,P 3 m 1,-21.07,0.14,,,,,3.18,-67.98,3.18,-67.98,,,,,0.0,25.52,25.52,1.35,7.68,7.84,0.01,5.74,5.84,0.25,-6.11,-6.17,-0.26,0.37,0.33,0.01,VNN,VTeTe,0.39,-0.14,-0.14,0.39,0.02
616,616,H,VPO,V,P,O,231508-2,2.78,2.78,19.11,90.0,90.0,120.0,P 3 m 1,-22.63,-3.0,,,,,30.37,78.45,30.37,78.45,,,,,0.0,28.12,28.12,1.33,16.6,16.53,0.01,-0.47,-0.41,0.18,2.87,2.86,0.12,-2.4,-2.45,-0.3,VPP,VOO,0.52,-6.43,-6.43,0.52,-0.04
617,617,H,VPS,V,P,S,231516-2,2.92,2.92,19.11,90.0,90.0,120.0,P 3 m 1,-19.68,-0.42,,,,,66.77,57.99,66.77,57.99,,,,,0.0,25.14,25.14,1.43,0.05,0.06,0.0,-1.22,-1.17,-0.19,2.78,2.77,0.14,-1.56,-1.59,0.05,VPP,VSS,0.52,-1.86,-1.86,0.52,0.25
618,618,H,VPSe,V,P,Se,231534-2,3.37,3.37,19.11,90.0,90.0,120.0,P 3 m 1,-18.79,-0.17,,,,,46.4,-2.3,46.4,-2.3,,,,,0.0,16.01,16.01,1.38,1.11,1.11,0.0,1.64,1.64,-0.08,-2.53,-2.53,-0.01,0.89,0.89,0.09,VPP,VSeSe,0.52,-1.38,-1.38,0.52,0.26
619,619,H,VPTe,V,P,Te,231552-2,3.54,3.54,19.11,90.0,90.0,120.0,P 3 m 1,-18.05,0.22,,,,,51.78,7.15,51.78,7.15,,,,,0.0,48.94,48.94,1.4,0.59,0.6,0.0,1.16,1.19,-0.17,-1.96,-1.98,0.06,0.8,0.79,0.11,VPP,VTeTe,0.52,-0.14,-0.14,0.52,0.03
620,620,H,VSbO,V,Sb,O,235108-2,3.12,3.12,19.11,90.0,90.0,120.0,P 3 m 1,-21.13,-2.73,,,,,126.09,54.81,126.09,54.81,,,,,0.0,19.45,19.45,1.37,20.36,20.34,0.02,0.38,0.36,0.36,2.32,2.32,0.04,-2.7,-2.68,-0.39,VSbSb,VOO,1.25,-6.43,-6.43,1.25,-0.14
621,621,H,VSbS,V,Sb,S,235116-2,3.19,3.19,19.11,90.0,90.0,120.0,P 3 m 1,-18.48,-0.46,,,,,77.54,25.88,77.54,25.88,,,,,0.0,29.6,29.6,1.47,12.2,12.17,0.0,-5.34,-5.32,-0.05,2.87,2.86,0.13,2.47,2.46,-0.08,VSbSb,VSS,1.25,-1.86,-1.86,1.25,-0.15
622,622,H,VSbSe,V,Sb,Se,235134-2,3.2,3.2,19.11,90.0,90.0,120.0,P 3 m 1,-17.51,-0.12,,,,,92.84,43.31,92.84,43.31,,,,,0.0,21.3,21.3,1.51,18.12,18.09,0.0,-2.89,-2.87,-0.17,3.38,3.38,0.14,-0.49,-0.5,0.04,VSbSb,VSeSe,1.25,-1.38,-1.38,1.25,-0.06
623,623,H,VSbTe,V,Sb,Te,235152-2,3.32,3.32,19.11,90.0,90.0,120.0,P 3 m 1,-16.36,0.67,,,,,63.63,53.27,63.63,53.27,,,,,0.0,35.38,35.38,1.56,13.33,13.08,0.0,-2.59,-2.52,-0.24,2.55,2.53,0.13,0.04,-0.0,0.11,VSbSb,VTeTe,1.25,-0.14,-0.14,1.25,0.12
624,624,H,CrOBr,Cr,O,Br,240835-2,3.15,3.15,19.11,90.0,90.0,120.0,P 3 m 1,-18.57,-3.03,,,,,102.59,45.02,102.59,45.02,,,,,0.0,19.74,19.74,1.3,0.09,0.09,0.03,0.21,0.21,0.44,-0.88,-0.9,-0.35,0.68,0.68,-0.1,CrOO,CrBrBr,-6.12,-1.56,-6.12,-1.56,0.81
625,625,H,CrOCl,Cr,O,Cl,240817-2,3.05,3.05,19.11,90.0,90.0,120.0,P 3 m 1,-19.46,-3.63,,,,,123.03,35.93,123.03,35.93,,,,,0.0,6.52,6.52,1.27,0.59,0.59,0.01,2.46,2.46,0.44,-1.18,-1.19,-0.27,-1.27,-1.27,-0.17,CrOO,CrClCl,-6.12,-2.17,-6.12,-2.17,0.52
626,626,H,CrOF,Cr,O,F,240809-2,2.71,2.71,19.11,90.0,90.0,120.0,P 3 m 1,-21.37,-5.53,,,,,107.66,15.51,107.66,15.51,,,,,0.0,13.23,13.23,1.2,3.32,3.34,0.01,1.41,1.42,0.5,0.07,0.07,-0.18,-1.48,-1.48,-0.32,CrOO,CrFF,-6.12,-5.41,-6.12,-5.41,0.23
627,627,H,CrOI,Cr,O,I,240853-2,3.29,3.29,19.11,90.0,90.0,120.0,P 3 m 1,-17.84,-2.48,,,,,83.33,71.19,83.33,71.19,,,,,0.0,31.01,31.01,1.4,0.04,0.03,0.07,-1.09,-1.05,0.44,0.07,0.04,-0.36,1.02,1.01,-0.08,CrOO,CrII,-6.12,-0.68,-6.12,-0.68,0.93
628,628,H,CrSBr,Cr,S,Br,241635-2,3.42,3.42,19.11,90.0,90.0,120.0,P 3 m 1,-16.79,-1.63,,,,,73.96,22.37,73.96,22.37,,,,,0.0,4.71,4.71,1.36,3.41,3.41,0.01,1.46,1.46,0.23,-0.18,-0.18,-0.04,-1.28,-1.28,-0.19,CrSS,CrBrBr,-2.01,-1.56,-2.01,-1.56,0.16
629,629,H,CrSCl,Cr,S,Cl,241617-2,3.12,3.12,19.11,90.0,90.0,120.0,P 3 m 1,-17.1,-1.66,,,,,72.25,65.77,72.25,65.77,,,,,0.0,19.44,19.44,1.34,1.07,1.1,0.0,0.18,0.19,0.09,1.57,1.58,0.06,-1.75,-1.77,-0.15,CrSS,CrClCl,-2.01,-2.17,-2.17,-2.01,0.44
630,630,H,CrSF,Cr,S,F,241609-2,2.93,2.93,19.11,90.0,90.0,120.0,P 3 m 1,-18.85,-3.39,,,,,92.86,37.92,92.86,37.92,,,,,0.0,23.55,23.55,1.27,18.63,18.87,0.02,0.57,0.57,0.31,2.03,2.05,0.06,-2.61,-2.62,-0.37,CrSS,CrFF,-2.01,-5.41,-5.41,-2.01,0.32
631,631,H,CrSI,Cr,S,I,241653-2,3.57,3.57,19.11,90.0,90.0,120.0,P 3 m 1,-15.92,-0.93,,,,,67.03,20.45,67.03,20.45,,,,,0.0,10.17,10.17,1.4,0.93,0.91,0.0,1.26,1.25,0.18,-0.46,-0.46,-0.06,-0.8,-0.79,-0.12,CrSS,CrII,-2.01,-0.68,-2.01,-0.68,0.41
632,632,H,CrSeBr,Cr,Se,Br,243435-2,3.52,3.52,19.11,90.0,90.0,120.0,P 3 m 1,-16.04,-1.51,,,,,62.98,19.96,62.98,19.96,,,,,0.0,4.57,4.57,1.38,3.23,3.23,0.01,1.25,1.26,0.22,0.05,0.05,-0.01,-1.3,-1.3,-0.21,CrSeSe,CrBrBr,-1.45,-1.56,-1.56,-1.45,-0.0
633,633,H,CrSeCl,Cr,Se,Cl,243417-2,3.23,3.23,19.11,90.0,90.0,120.0,P 3 m 1,-16.21,-1.39,,,,,-353.61,-343.48,-353.61,-343.48,,,,,0.0,55.07,55.07,1.36,0.67,0.76,0.01,-0.19,-0.27,0.07,1.9,2.02,0.08,-1.72,-1.75,-0.16,CrSeSe,CrClCl,-1.45,-2.17,-2.17,-1.45,0.42
634,634,H,CrSeF,Cr,Se,F,243409-2,3.04,3.04,19.11,90.0,90.0,120.0,P 3 m 1,-17.71,-2.88,,,,,73.15,43.33,73.15,43.33,,,,,0.0,40.15,40.15,1.29,0.22,0.22,0.02,0.76,0.78,0.35,3.19,3.21,0.05,-3.96,-3.99,-0.4,CrSeSe,CrFF,-1.45,-5.41,-5.41,-1.45,0.55
635,635,H,CrSeI,Cr,Se,I,243453-2,3.68,3.68,19.11,90.0,90.0,120.0,P 3 m 1,-15.26,-0.9,,,,,59.02,16.34,59.02,16.34,,,,,0.0,5.48,5.48,1.42,1.63,1.63,0.0,1.28,1.28,0.17,-0.11,-0.11,-0.02,-1.17,-1.17,-0.14,CrSeSe,CrII,-1.45,-0.68,-1.45,-0.68,0.16
636,636,H,CrTeBr,Cr,Te,Br,245235-2,3.68,3.68,19.11,90.0,90.0,120.0,P 3 m 1,-15.2,-1.03,,,,,51.71,16.27,51.71,16.27,,,,,0.0,4.99,4.99,1.41,2.88,2.89,0.01,0.94,0.94,0.21,0.39,0.39,0.03,-1.33,-1.33,-0.24,CrTeTe,CrBrBr,-0.24,-1.56,-1.56,-0.24,-0.13
637,637,H,CrTeCl,Cr,Te,Cl,245217-2,3.59,3.59,19.11,90.0,90.0,120.0,P 3 m 1,-15.75,-1.29,,,,,51.29,18.31,51.29,18.31,,,,,0.0,5.09,5.09,1.38,5.65,5.66,0.01,0.9,0.9,0.25,0.46,0.46,0.04,-1.36,-1.36,-0.29,CrTeTe,CrClCl,-0.24,-2.17,-2.17,-0.24,-0.08
638,638,H,CrTeF,Cr,Te,F,245209-2,3.42,3.42,19.11,90.0,90.0,120.0,P 3 m 1,-16.98,-2.51,,,,,60.19,18.91,60.19,18.91,,,,,0.0,6.59,6.59,1.3,0.01,0.01,0.03,1.12,1.12,0.44,0.53,0.53,0.05,-1.64,-1.65,-0.49,CrTeTe,CrFF,-0.24,-5.41,-5.41,-0.24,0.31
639,639,H,CrTeI,Cr,Te,I,245253-2,3.83,3.83,19.11,90.0,90.0,120.0,P 3 m 1,-14.55,-0.55,,,,,50.57,14.65,50.57,14.65,,,,,0.0,5.29,5.29,1.45,1.48,1.48,0.0,0.96,0.96,0.15,0.26,0.26,0.02,-1.21,-1.21,-0.17,CrTeTe,CrII,-0.24,-0.68,-0.68,-0.24,-0.09
640,640,H,MoOBr,Mo,O,Br,420835-2,3.09,3.09,19.11,90.0,90.0,120.0,P 3 m 1,-19.49,-2.52,,,,,69.34,70.18,69.34,70.18,,,,,0.0,27.44,27.44,1.33,9.97,10.77,0.01,-0.2,-0.27,0.42,-3.14,-3.22,-0.31,3.34,3.48,-0.1,MoOO,MoBrBr,-6.64,0.07,-6.64,0.07,0.76
641,641,H,MoOCl,Mo,O,Cl,420817-2,3.01,3.01,19.11,90.0,90.0,120.0,P 3 m 1,-20.44,-3.19,,,,,113.25,34.81,113.25,34.81,,,,,0.0,7.77,7.77,1.3,1.4,1.41,0.01,1.2,1.2,0.42,-2.04,-2.04,-0.29,0.83,0.84,-0.13,MoOO,MoClCl,-6.64,-0.76,-6.64,-0.76,0.51
642,642,H,MoOF,Mo,O,F,420809-2,2.81,2.81,19.11,90.0,90.0,120.0,P 3 m 1,-22.38,-5.12,,,,,129.32,42.42,129.32,42.42,,,,,0.0,7.32,7.32,1.23,0.52,0.52,0.01,1.52,1.52,0.55,-2.3,-2.3,-0.22,0.78,0.78,-0.33,MoOO,MoFF,-6.64,-3.99,-6.64,-3.99,0.19
643,643,H,MoOI,Mo,O,I,420853-2,3.21,3.21,19.11,90.0,90.0,120.0,P 3 m 1,-18.38,-1.59,,,,,95.82,55.94,95.82,55.94,,,,,0.0,14.03,14.03,1.36,8.15,8.18,0.01,-1.09,-1.1,0.38,-1.97,-1.97,-0.34,3.07,3.07,-0.03,MoOO,MoII,-6.64,0.84,-6.64,0.84,1.31
644,644,H,MoSBr,Mo,S,Br,421635-2,3.22,3.22,19.11,90.0,90.0,120.0,P 3 m 1,-17.92,-1.34,,,,,98.77,33.67,98.77,33.67,,,,,0.0,32.71,32.71,1.42,3.58,3.88,0.0,-0.36,-0.39,0.0,-2.09,-2.17,0.06,2.45,2.56,-0.06,MoSS,MoBrBr,-2.65,0.07,-2.65,0.07,-0.05
645,645,H,MoSCl,Mo,S,Cl,421617-2,3.16,3.16,19.11,90.0,90.0,120.0,P 3 m 1,-18.69,-1.82,,,,,36.6,8.03,36.6,8.03,,,,,0.0,12.81,12.81,1.38,0.77,0.78,0.0,-0.63,-0.63,0.09,-0.52,-0.52,0.04,1.15,1.15,-0.13,MoSS,MoClCl,-2.65,-0.76,-2.65,-0.76,-0.12
646,646,H,MoSF,Mo,S,F,421609-2,3.02,3.02,19.11,90.0,90.0,120.0,P 3 m 1,-20.22,-3.34,,,,,83.44,62.06,83.44,62.06,,,,,0.0,10.49,10.49,1.29,1.69,1.67,0.01,-0.82,-0.82,0.34,0.15,0.15,0.03,0.68,0.67,-0.37,MoSS,MoFF,-2.65,-3.99,-3.99,-2.65,-0.03
647,647,H,MoSI,Mo,S,I,421653-2,3.34,3.34,19.11,90.0,90.0,120.0,P 3 m 1,-16.98,-0.57,,,,,98.79,18.56,98.79,18.56,,,,,0.0,12.28,12.28,1.45,1.18,1.18,0.0,-1.73,-1.73,-0.08,-0.1,-0.1,0.06,1.82,1.83,0.02,MoSS,MoII,-2.65,0.84,-2.65,0.84,0.34
648,648,H,MoSeBr,Mo,Se,Br,423435-2,3.29,3.29,19.11,90.0,90.0,120.0,P 3 m 1,-17.02,-1.07,,,,,82.33,29.1,82.33,29.1,,,,,0.0,89.36,89.36,1.44,17.1,21.72,0.0,-2.01,-2.28,0.03,-2.51,-2.82,0.06,4.52,5.1,-0.09,MoSeSe,MoBrBr,-2.04,0.07,-2.04,0.07,-0.08
649,649,H,MoSeCl,Mo,Se,Cl,423417-2,3.24,3.24,19.11,90.0,90.0,120.0,P 3 m 1,-17.71,-1.47,,,,,22.85,-23.57,22.85,-23.57,,,,,0.0,18.34,18.34,1.4,1.7,1.7,0.0,-1.05,-1.05,0.11,-0.59,-0.59,0.04,1.64,1.64,-0.15,MoSeSe,MoClCl,-2.04,-0.76,-2.04,-0.76,-0.07
650,650,H,MoSeF,Mo,Se,F,423409-2,3.11,3.11,19.11,90.0,90.0,120.0,P 3 m 1,-19.07,-2.82,,,,,25.37,101.84,25.37,101.84,,,,,0.0,56.8,56.8,1.32,0.05,0.0,0.02,-2.6,-2.36,0.38,-1.94,-2.9,0.03,4.53,5.26,-0.4,MoSeSe,MoFF,-2.04,-3.99,-3.99,-2.04,0.19
651,651,H,MoSeI,Mo,Se,I,423453-2,3.41,3.41,19.11,90.0,90.0,120.0,P 3 m 1,-16.18,-0.41,,,,,77.56,20.51,77.56,20.51,,,,,0.0,13.67,13.67,1.48,0.99,0.99,0.0,-1.73,-1.74,-0.09,-0.04,-0.04,0.08,1.77,1.78,0.01,MoSeSe,MoII,-2.04,0.84,-2.04,0.84,0.2
652,652,H,MoTeBr,Mo,Te,Br,425235-2,3.43,3.43,19.11,90.0,90.0,120.0,P 3 m 1,-16.01,-0.41,,,,,54.55,31.88,54.55,31.88,,,,,0.0,29.18,29.16,1.48,6.53,6.67,0.0,-3.0,-3.04,0.06,-0.31,-0.31,0.06,3.31,3.35,-0.12,MoTeTe,MoBrBr,-0.79,0.07,-0.79,0.07,-0.05
653,653,H,MoTeCl,Mo,Te,Cl,425217-2,3.41,3.41,19.11,90.0,90.0,120.0,P 3 m 1,-16.58,-0.7,,,,,-100.8,-126.95,-100.8,-126.95,,,,,0.0,8.49,8.49,1.43,1.03,1.03,0.01,-1.01,-1.01,0.18,1.96,1.96,0.04,-0.95,-0.95,-0.21,MoTeTe,MoClCl,-0.79,-0.76,-0.79,-0.76,0.08
654,654,H,MoTeF,Mo,Te,F,425209-2,3.29,3.29,19.11,90.0,90.0,120.0,P 3 m 1,-17.74,-1.85,,,,,5.71,27.44,5.71,27.44,,,,,0.0,19.34,19.34,1.34,603.8,611.27,0.03,-0.51,-0.51,0.44,1.73,1.73,0.02,-1.22,-1.23,-0.46,MoTeTe,MoFF,-0.79,-3.99,-3.99,-0.79,0.54
655,655,H,MoTeI,Mo,Te,I,425253-2,3.54,3.54,19.11,90.0,90.0,120.0,P 3 m 1,-15.33,0.08,,,,,75.01,14.61,75.01,14.61,,,,,0.0,20.86,20.86,1.52,1.69,1.71,0.0,-2.64,-2.67,-0.07,0.37,0.39,0.1,2.27,2.28,-0.03,MoTeTe,MoII,-0.79,0.84,-0.79,0.84,0.06
656,656,H,WOBr,W,O,Br,740835-2,3.02,3.02,19.11,90.0,90.0,120.0,P 3 m 1,-20.95,-1.97,,,,,158.41,42.21,158.41,42.21,,,,,0.0,9.1,9.1,1.35,2.16,2.17,0.01,2.0,2.0,0.3,-3.0,-3.01,-0.28,1.0,1.01,-0.02,WOO,WBrBr,-6.62,1.09,-6.62,1.09,0.79
657,657,H,WOCl,W,O,Cl,740817-2,2.94,2.94,19.11,90.0,90.0,120.0,P 3 m 1,-21.96,-2.69,,,,,6.19,152.14,6.19,152.14,,,,,0.0,83.62,83.62,1.32,19.38,30.86,0.01,4.6,5.98,0.35,-6.12,-7.8,-0.27,1.52,1.82,-0.08,WOO,WClCl,-6.62,0.13,-6.62,0.13,0.56
658,658,H,WOF,W,O,F,740809-2,2.8,2.8,19.11,90.0,90.0,120.0,P 3 m 1,-23.82,-4.55,,,,,169.84,74.68,169.84,74.68,,,,,0.0,7.13,7.13,1.24,1.12,1.13,0.02,2.32,2.33,0.58,-2.75,-2.76,-0.24,0.43,0.43,-0.35,WOO,WFF,-6.62,-3.09,-6.62,-3.09,0.31
659,659,H,WOI,W,O,I,740853-2,3.17,3.17,19.11,90.0,90.0,120.0,P 3 m 1,-19.8,-0.99,,,,,138.2,35.24,138.2,35.24,,,,,0.0,9.87,9.87,1.37,7.24,7.25,0.01,0.6,0.6,0.34,-2.98,-2.99,-0.33,2.39,2.39,-0.01,WOO,WII,-6.62,2.17,-6.62,2.17,1.24
660,660,H,WSBr,W,S,Br,741635-2,3.2,3.2,19.11,90.0,90.0,120.0,P 3 m 1,-19.36,-0.76,,,,,99.28,41.24,99.28,41.24,,,,,0.0,25.75,25.75,1.43,2.58,2.77,0.0,0.33,0.36,0.02,-2.16,-2.25,0.05,1.83,1.89,-0.06,WSS,WBrBr,-2.45,1.09,-2.45,1.09,-0.08
661,661,H,WSCl,W,S,Cl,741617-2,3.13,3.13,19.11,90.0,90.0,120.0,P 3 m 1,-20.15,-1.26,,,,,83.02,74.21,83.02,74.21,,,,,0.0,11.22,11.22,1.39,0.93,0.94,0.0,0.28,0.28,0.11,-1.16,-1.17,0.02,0.88,0.89,-0.13,WSS,WClCl,-2.45,0.13,-2.45,0.13,-0.1
662,662,H,WSF,W,S,F,741609-2,3.01,3.01,19.11,90.0,90.0,120.0,P 3 m 1,-21.61,-2.71,,,,,-217.94,358.97,-217.94,358.97,,,,,0.0,57.04,57.04,1.31,0.01,0.07,0.02,-1.47,-0.78,0.38,-1.14,-2.19,0.01,2.61,2.97,-0.4,WSS,WFF,-2.45,-3.09,-3.09,-2.45,0.05
663,663,H,WSI,W,S,I,741653-2,3.32,3.32,19.11,90.0,90.0,120.0,P 3 m 1,-18.37,0.06,,,,,112.55,16.78,112.55,16.78,,,,,0.0,10.42,10.42,1.46,0.81,0.82,0.0,-1.11,-1.12,-0.08,-0.38,-0.38,0.05,1.49,1.5,0.03,WSS,WII,-2.45,2.17,-2.45,2.17,0.2
664,664,H,WSeBr,W,Se,Br,743435-2,3.26,3.26,19.11,90.0,90.0,120.0,P 3 m 1,-18.36,-0.38,,,,,94.8,33.7,94.8,33.7,,,,,0.0,28.26,28.26,1.46,3.47,3.73,0.0,-0.47,-0.46,0.05,-1.89,-1.98,0.04,2.36,2.43,-0.09,WSeSe,WBrBr,-1.66,1.09,-1.66,1.09,-0.1
665,665,H,WSeCl,W,Se,Cl,743417-2,3.2,3.2,19.11,90.0,90.0,120.0,P 3 m 1,-19.06,-0.8,,,,,79.72,60.43,79.72,60.43,,,,,0.0,15.04,15.04,1.42,2.21,2.24,0.0,-0.08,-0.07,0.15,-1.26,-1.27,0.01,1.34,1.35,-0.16,WSeSe,WClCl,-1.66,0.13,-1.66,0.13,-0.03
666,666,H,WSeF,W,Se,F,743409-2,3.06,3.06,19.11,90.0,90.0,120.0,P 3 m 1,-20.36,-2.09,,,,,97.11,45.58,97.11,45.58,,,,,0.0,57.35,57.35,1.33,0.39,0.18,0.02,-2.97,-2.68,0.44,-0.26,-0.86,-0.0,3.23,3.54,-0.44,WSeSe,WFF,-1.66,-3.09,-3.09,-1.66,0.28
667,667,H,WSeI,W,Se,I,743453-2,3.39,3.39,19.11,90.0,90.0,120.0,P 3 m 1,-17.48,0.32,,,,,84.11,20.74,84.11,20.74,,,,,0.0,11.31,11.31,1.5,0.68,0.69,0.0,-1.11,-1.12,-0.07,-0.28,-0.28,0.07,1.39,1.4,0.01,WSeSe,WII,-1.66,2.17,-1.66,2.17,0.06
668,668,H,WTeBr,W,Te,Br,745235-2,3.39,3.39,19.11,90.0,90.0,120.0,P 3 m 1,-17.2,0.41,,,,,15.93,42.27,15.93,42.27,,,,,0.0,27.71,27.71,1.5,7.79,8.09,0.0,-2.31,-2.33,0.09,-0.64,-0.67,0.04,2.95,3.01,-0.13,WTeTe,WBrBr,-0.19,1.09,-0.19,1.09,-0.04
669,669,H,WTeCl,W,Te,Cl,745217-2,3.33,3.33,19.11,90.0,90.0,120.0,P 3 m 1,-17.78,0.12,,,,,77.58,40.69,77.58,40.69,,,,,0.0,22.5,22.5,1.46,7.45,7.5,0.01,-1.9,-1.9,0.19,-0.67,-0.68,0.02,2.57,2.58,-0.2,WTeTe,WClCl,-0.19,0.13,-0.19,0.13,0.15
670,670,H,WTeF,W,Te,F,745209-2,3.21,3.21,19.11,90.0,90.0,120.0,P 3 m 1,-18.86,-0.95,,,,,86.29,34.64,86.29,34.64,,,,,0.0,66.29,66.29,1.37,1.73,1.57,0.03,-5.62,-5.69,0.46,1.15,0.83,0.01,4.46,4.85,-0.47,WTeTe,WFF,-0.19,-3.09,-3.09,-0.19,0.69
671,671,H,WTeI,W,Te,I,745253-2,3.51,3.51,19.11,90.0,90.0,120.0,P 3 m 1,-16.51,0.93,,,,,82.47,13.81,82.47,13.81,,,,,0.0,15.94,15.94,1.54,1.12,1.13,0.0,-1.9,-1.9,-0.05,0.15,0.14,0.08,1.75,1.76,-0.03,WTeTe,WII,-0.19,2.17,-0.19,2.17,-0.06
672,672,H,CrAsBr,Cr,As,Br,243335-2,3.21,3.21,19.11,90.0,90.0,120.0,P 3 m 1,-15.89,-0.19,,,,,82.76,25.99,82.76,25.99,,,,,0.0,9.7,9.7,1.42,0.85,0.85,0.0,-2.3,-2.3,-0.02,1.72,1.72,0.12,0.59,0.58,-0.1,CrAsAs,CrBrBr,0.28,-1.56,-1.56,0.28,0.45
673,673,H,CrAsCl,Cr,As,Cl,243317-2,3.1,3.1,19.11,90.0,90.0,120.0,P 3 m 1,-16.82,-0.83,0.0,-3.94,-2.77,-2.77,93.11,28.75,93.11,28.75,0.0,-6.12,-2.27,-2.27,0.11,8.88,8.88,1.39,1.02,1.02,0.0,-2.13,-2.13,-0.02,1.92,1.92,0.15,0.21,0.21,-0.12,CrAsAs,CrClCl,0.28,-2.17,-2.17,0.28,0.11
674,674,H,CrAsF,Cr,As,F,243309-2,2.9,2.9,19.11,90.0,90.0,120.0,P 3 m 1,-18.59,-2.59,,,,,109.46,34.95,109.46,34.95,,,,,0.0,8.36,8.36,1.31,1.84,1.84,0.02,-0.93,-0.92,0.23,2.2,2.2,0.13,-1.27,-1.27,-0.36,CrAsAs,CrFF,0.28,-5.41,-5.41,0.28,-0.03
675,675,H,CrAsI,Cr,As,I,243353-2,3.39,3.39,19.11,90.0,90.0,120.0,P 3 m 1,-14.8,0.72,,,,,69.76,22.24,69.76,22.24,,,,,0.0,12.86,12.86,1.46,0.98,0.97,0.0,-2.9,-2.88,0.0,1.46,1.46,0.05,1.44,1.42,-0.05,CrAsAs,CrII,0.28,-0.68,-0.68,0.28,0.92
676,676,H,CrBiBr,Cr,Bi,Br,248335-2,3.42,3.42,19.11,90.0,90.0,120.0,P 3 m 1,-14.6,0.31,,,,,74.62,29.06,74.62,29.06,,,,,0.0,12.31,12.31,1.46,2.73,2.73,0.0,-3.5,-3.5,-0.06,2.68,2.69,0.13,0.82,0.82,-0.07,CrBiBi,CrBrBr,1.71,-1.56,-1.56,1.71,0.23
677,677,H,CrBiCl,Cr,Bi,Cl,248317-2,3.33,3.33,19.11,90.0,90.0,120.0,P 3 m 1,-15.3,-0.11,,,,,83.41,32.19,83.41,32.19,,,,,0.0,12.09,12.09,1.43,3.07,3.07,0.0,-3.27,-3.27,-0.03,2.79,2.79,0.13,0.48,0.48,-0.1,CrBiBi,CrClCl,1.71,-2.17,-2.17,1.71,0.12
678,678,H,CrBiF,Cr,Bi,F,248309-2,3.2,3.2,19.11,90.0,90.0,120.0,P 3 m 1,-16.46,-1.26,,,,,92.68,38.03,92.68,38.03,,,,,0.0,11.2,11.2,1.34,4.16,4.17,0.02,-1.32,-1.32,0.27,2.84,2.84,0.12,-1.52,-1.52,-0.39,CrBiBi,CrFF,1.71,-5.41,-5.41,1.71,0.59
679,679,H,CrBiI,Cr,Bi,I,248353-2,3.56,3.56,19.11,90.0,90.0,120.0,P 3 m 1,-13.82,0.91,,,,,64.88,25.45,64.88,25.45,,,,,0.0,13.55,13.55,1.51,2.95,2.94,0.0,-4.38,-4.37,-0.14,2.7,2.69,0.13,1.69,1.68,0.0,CrBiBi,CrII,1.71,-0.68,-0.68,1.71,0.4
680,680,H,CrNBr,Cr,N,Br,240735-2,3.11,3.11,19.11,90.0,90.0,120.0,P 3 m 1,-19.46,-0.11,,,,,129.05,45.86,129.05,45.86,,,,,0.0,10.0,10.0,1.32,0.04,0.04,0.02,-0.15,-0.15,0.31,0.88,0.88,-0.19,-0.73,-0.73,-0.12,CrNN,CrBrBr,0.74,-1.56,-1.56,0.74,0.3
