,Unnamed: 0.1,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
468,468,468,T',TaNF,Ta,N,F,730709-3,6.32,3.16,19,90,90,120.0,P 1,-52.56,-4.33,,,,,96.22,66.14,91.39,66.14,,,,,0.0,6.04,7.24,1.2,14.4,13.6,0.02,6.69,6.42,0.68,-4.2,-3.57,-0.3,-2.48,-2.86,-0.38,TaNN,TaFF,-0.56,-6.04,-6.04,-0.56,-1.03
469,469,469,T',TaNI,Ta,N,I,730753-3,6.83,3.39,19,90,90,119.75,P 1,-44.99,-1.02,,,,,85.15,7.9,101.77,7.9,,,,,0.0,40.99,34.07,1.37,19.04,27.03,0.02,4.63,7.49,0.38,-2.88,-4.7,-0.27,-1.75,-2.8,-0.12,TaNN,TaII,-0.56,-0.83,-0.83,-0.56,-0.32
470,470,470,T',TaPBr,Ta,P,Br,731535-3,7.06,3.55,19,90,90,120.17,P 1,-40.02,-1.31,,,,,73.65,16.8,57.49,16.8,,,,,0.0,25.73,19.35,1.38,3.27,6.43,0.01,2.63,3.6,0.24,-1.13,-1.68,-0.06,-1.5,-1.93,-0.19,TaPP,TaBrBr,-0.28,-1.85,-1.85,-0.28,-0.24
471,471,471,T',TaPCl,Ta,P,Cl,731517-3,6.92,3.46,19,90,90,119.87,P 1,-41.3,-1.66,,,,,70.86,11.72,60.78,11.72,,,,,0.0,18.57,16.91,1.35,2.85,5.89,0.01,2.12,2.17,0.28,-0.42,-0.24,-0.05,-1.7,-1.93,-0.23,TaPP,TaClCl,-0.28,-2.65,-2.65,-0.28,-0.2
472,472,472,T',TaPF,Ta,P,F,731509-3,6.59,2.75,19,90,90,106.6,P 1,-44.94,-3.47,,,,,66.07,15.33,88.79,15.33,,,,,0.0,7.9,11.48,1.32,0.86,8.34,0.02,1.25,1.75,0.54,-0.27,0.21,-0.05,-0.99,-1.95,-0.48,TaPP,TaFF,-0.28,-6.04,-6.04,-0.28,-0.31
473,473,473,T',TaPI,Ta,P,I,731553-3,7.32,3.71,19,90,90,120.43,P 1,-38.45,-0.7,,,,,71.45,23.0,63.48,23.0,,,,,0.0,20.89,23.11,1.41,4.04,10.13,0.0,3.21,5.04,0.16,-1.79,-3.44,-0.05,-1.42,-1.59,-0.11,TaPP,TaII,-0.28,-0.83,-0.83,-0.28,-0.15
474,474,474,T',TaSbBr,Ta,Sb,Br,735135-3,6.9,3.37,19,90,90,119.93,P 1,-36.49,-0.78,,,,,61.24,32.36,65.48,32.36,,,,,0.0,24.04,30.43,1.52,9.26,20.05,0.01,-1.43,-1.74,0.08,2.34,2.73,0.08,-0.91,-0.99,-0.16,TaSbSb,TaBrBr,0.47,-1.85,-1.85,0.47,-0.09
475,475,475,T',TaSbCl,Ta,Sb,Cl,735117-3,6.62,3.3,19,90,90,118.97,P 1,-37.96,-1.23,,,,,70.92,27.08,81.99,27.08,,,,,0.0,18.37,19.9,1.48,7.89,15.54,0.01,-1.14,-1.36,0.11,2.38,2.78,0.09,-1.23,-1.42,-0.19,TaSbSb,TaClCl,0.47,-2.65,-2.65,0.47,-0.14
476,476,476,T',TaSbF,Ta,Sb,F,735109-3,7.29,2.95,19,90,90,120.66,P 1,-41.45,-2.96,,,,,42.48,44.55,87.11,44.55,,,,,0.0,23.58,25.88,1.39,3.28,9.35,0.02,-0.28,-0.88,0.33,1.94,3.08,0.1,-1.66,-2.2,-0.43,TaSbSb,TaFF,0.47,-6.04,-6.04,0.47,-0.18
477,477,477,T',TaSbI,Ta,Sb,I,735153-3,7.52,3.55,19,90,90,118.33,P 1,-34.65,-0.03,,,,,42.75,3.57,36.23,3.57,,,,,0.0,230.78,113.34,1.53,95.32,41.38,0.0,-5.49,-3.26,0.08,8.57,5.27,0.02,-3.08,-2.01,-0.1,TaSbSb,TaII,0.47,-0.83,-0.83,0.47,0.15
478,478,478,T',VAsBr,V,As,Br,233335-3,6.95,3.45,19,90,90,119.77,P 1,-32.38,-0.26,,,,,55.21,12.27,57.08,12.27,,,,,0.0,15.27,13.14,1.39,2.91,3.98,0.0,2.85,3.16,0.2,-1.19,-1.45,-0.03,-1.66,-1.71,-0.17,VAsAs,VBrBr,0.35,-1.54,-1.54,0.35,0.34
479,479,479,T',VAsCl,V,As,Cl,233317-3,6.08,3.03,19,90,90,113.08,P 1,-34.13,-0.85,,,,,59.76,15.76,78.31,15.76,,,,,0.0,12.39,14.08,1.42,2.63,5.92,0.01,-0.42,-1.77,0.08,1.54,2.41,0.07,-1.12,-0.64,-0.15,VAsAs,VClCl,0.35,-2.48,-2.48,0.35,0.21
480,480,480,T',VAsF,V,As,F,233309-3,6.37,2.78,19,90,90,124.15,P 1,-38.16,-2.85,,,,,70.82,38.35,98.79,38.35,,,,,0.0,10.72,13.27,1.33,5.44,7.3,0.02,-0.41,-0.78,0.33,2.24,2.75,0.07,-1.83,-1.97,-0.4,VAsAs,VFF,0.35,-6.14,-6.14,0.35,0.04
481,481,481,T',VAsI,V,As,I,233353-3,7.19,3.61,19,90,90,120.1,P 1,-30.73,0.39,,,,,59.26,8.63,49.38,8.63,,,,,0.0,28.75,27.66,1.42,3.56,5.86,0.0,-1.37,-0.64,0.08,1.64,1.21,-0.0,-0.28,-0.57,-0.08,VAsAs,VII,0.35,-0.45,-0.45,0.35,0.44
482,482,482,T',VBiBr,V,Bi,Br,238335-3,6.84,3.42,19,90,90,119.99,P 1,-30.45,-0.09,,,,,49.52,29.67,51.99,29.67,,,,,0.0,23.82,50.95,1.5,8.65,10.7,0.01,-1.18,-1.29,0.08,1.87,1.99,0.07,-0.7,-0.7,-0.15,VBiBi,VBrBr,1.5,-1.54,-1.54,1.5,-0.07
483,483,483,T',VBiCl,V,Bi,Cl,238317-3,6.7,3.48,19,90,90,121.03,P 1,-31.95,-0.55,,,,,89.74,38.18,60.85,38.18,,,,,0.0,25.14,25.69,1.46,48.62,37.77,0.01,-4.55,-4.23,0.07,4.63,4.48,0.08,-0.08,-0.25,-0.15,VBiBi,VClCl,1.5,-2.48,-2.48,1.5,-0.07
484,484,484,T',VBiF,V,Bi,F,238309-3,6.65,3.31,19,90,90,120.14,P 1,-34.91,-2.02,,,,,58.86,44.07,67.84,44.07,,,,,0.0,9.56,9.96,1.37,5.39,5.6,0.02,0.29,0.21,0.31,2.06,2.11,0.04,-2.35,-2.32,-0.35,VBiBi,VFF,1.5,-6.14,-6.14,1.5,0.3
485,485,485,T',VBiI,V,Bi,I,238353-3,7.4,3.72,19,90,90,120.1,P 1,-28.46,0.73,,,,,49.46,14.62,48.06,14.62,,,,,0.0,15.95,13.03,1.52,1.78,1.96,0.0,-0.92,-1.16,0.1,1.51,1.65,0.02,-0.59,-0.49,-0.13,VBiBi,VII,1.5,-0.45,-0.45,1.5,0.2
486,486,486,T',VNBr,V,N,Br,230735-3,6.42,3.21,19,90,90,120.25,P 1,-41.2,-1.02,,,,,120.89,40.71,105.17,40.71,,,,,0.0,21.32,23.31,1.29,6.57,7.75,0.01,5.37,5.34,0.43,-4.29,-5.09,-0.29,-1.08,-0.25,-0.14,VNN,VBrBr,1.2,-1.54,-1.54,1.2,-0.85
487,487,487,T',VNCl,V,N,Cl,230717-3,6.25,3.14,19,90,90,119.87,P 1,-43.0,-1.63,,,,,81.46,48.13,116.59,48.13,,,,,0.0,21.06,12.63,1.26,2.3,7.09,0.02,3.34,6.31,0.46,-2.69,-4.77,-0.27,-0.65,-1.54,-0.19,VNN,VClCl,1.2,-2.48,-2.48,1.2,-0.99
488,488,488,T',VNF,V,N,F,230709-3,5.92,2.96,19,90,90,119.98,P 1,-47.14,-3.69,,,,,120.78,46.21,120.13,46.21,,,,,0.0,17.73,38.08,1.19,16.85,15.56,0.02,7.05,6.71,0.6,-4.19,-4.0,-0.22,-2.86,-2.71,-0.38,VNN,VFF,1.2,-6.14,-6.14,1.2,-1.22
489,489,489,T',VNI,V,N,I,230753-3,6.15,3.27,19,90,90,122.1,P 1,-39.89,-0.54,,,,,62.27,39.78,107.81,39.78,,,,,0.0,14.4,15.55,1.57,4.77,9.81,0.07,0.62,-0.04,0.39,-0.48,-0.74,-0.3,-0.14,0.79,-0.09,VNN,VII,1.2,-0.45,-0.45,1.2,-0.91
490,490,490,T',VPBr,V,P,Br,231535-3,6.9,3.45,19,90,90,119.99,P 1,-34.06,-0.39,,,,,57.2,10.04,52.32,10.04,,,,,0.0,24.9,32.09,1.36,7.99,15.85,0.01,3.31,6.72,0.24,-1.95,-4.37,-0.07,-1.36,-2.35,-0.16,VPP,VBrBr,-0.16,-1.54,-1.54,-0.16,0.46
491,491,491,T',VPCl,V,P,Cl,231517-3,6.65,3.3,19,90,90,119.77,P 1,-35.49,-0.83,,,,,56.86,6.56,53.84,6.56,,,,,0.0,27.51,22.05,1.35,5.95,7.39,0.01,1.94,3.81,0.31,-0.18,-1.78,-0.1,-1.76,-2.03,-0.21,VPP,VClCl,-0.16,-2.48,-2.48,-0.16,0.49
492,492,492,T',VPF,V,P,F,231509-3,5.41,2.67,19,90,90,109.62,P 1,-39.66,-2.9,,,,,63.54,45.0,63.73,45.0,,,,,0.0,15.34,12.64,1.32,7.54,7.1,0.03,-0.51,-0.84,0.31,2.52,2.67,0.07,-2.01,-1.83,-0.39,VPP,VFF,-0.16,-6.14,-6.14,-0.16,0.25
493,493,493,T',VPI,V,P,I,231553-3,7.27,3.71,19,90,90,120.74,P 1,-32.49,0.21,,,,,50.61,21.81,44.46,21.81,,,,,0.0,56.33,33.53,1.38,7.47,7.98,0.0,3.6,3.27,0.1,-2.63,-1.69,-0.01,-0.97,-1.58,-0.09,VPP,VII,-0.16,-0.45,-0.45,-0.16,0.52
494,494,494,T',VSbBr,V,Sb,Br,235135-3,6.54,3.25,19,90,90,115.14,P 1,-31.18,-0.19,,,,,75.85,30.04,69.81,30.04,,,,,0.0,30.62,20.52,1.49,3.33,6.99,0.01,-0.27,-2.32,0.04,1.4,2.62,0.08,-1.13,-0.29,-0.12,VSbSb,VBrBr,1.17,-1.54,-1.54,1.17,-0.0
495,495,495,T',VSbCl,V,Sb,Cl,235117-3,6.44,3.24,19,90,90,117.99,P 1,-32.74,-0.69,,,,,56.51,32.85,56.19,32.85,,,,,0.0,25.28,20.99,1.45,8.51,9.38,0.01,-1.09,-1.57,0.08,2.27,2.52,0.08,-1.18,-0.95,-0.17,VSbSb,VClCl,1.17,-2.48,-2.48,1.17,-0.03
496,496,496,T',VSbF,V,Sb,F,235109-3,6.23,3.25,19,90,90,121.31,P 1,-36.12,-2.37,,,,,53.88,14.55,59.24,14.55,,,,,0.0,16.88,16.72,1.36,9.37,10.31,0.02,-0.86,-0.63,0.35,3.06,3.05,0.05,-2.21,-2.42,-0.4,VSbSb,VFF,1.17,-6.14,-6.14,1.17,0.12
497,497,497,T',VSbI,V,Sb,I,235153-3,7.34,3.62,19,90,90,119.52,P 1,-29.53,0.45,,,,,29.87,5.89,42.08,5.89,,,,,0.0,27.65,53.57,1.52,7.66,21.35,0.01,-0.18,-0.43,0.03,0.57,0.81,0.09,-0.39,-0.38,-0.12,VSbSb,VII,1.17,-0.45,-0.45,1.17,0.1
498,498,498,T',NbOS,Nb,O,S,410816-3,6.4,3.32,19,90,90,119.11,P 1,-48.43,-5.47,-4.83,-10.95,1.08,-0.33,99.07,33.24,113.12,33.24,-7.34,-13.71,0.82,-0.23,0.44,6.4,5.35,1.27,3.07,3.17,0.02,3.35,5.67,0.53,-2.34,-3.71,-0.44,-1.01,-1.96,-0.09,NbOO,NbSS,-7.93,-3.16,-7.93,-3.16,0.08
499,499,499,T',NbOSe,Nb,O,Se,410834-3,6.69,3.38,19,90,90,121.96,P 1,-46.42,-5.1,-9.55,1.11,0.29,0.8,98.79,34.49,89.94,34.49,-14.85,2.0,0.21,0.64,0.4,6.62,7.12,1.3,4.04,3.59,0.02,4.72,3.89,0.47,-3.58,-2.77,-0.45,-1.15,-1.12,-0.03,NbOO,NbSeSe,-7.93,-2.6,-7.93,-2.6,0.17
500,500,500,T',NbOTe,Nb,O,Te,410852-3,6.74,3.4,19,90,90,120.28,P 1,-43.8,-4.15,,,,,25.58,20.41,83.98,20.41,,,,,0.0,14.52,16.24,1.34,2.28,1.9,0.02,-0.09,0.29,0.4,-1.74,-1.52,-0.42,1.83,1.22,0.02,NbOO,NbTeTe,-7.93,-1.33,-7.93,-1.33,0.48
501,501,501,T',NbSSe,Nb,S,Se,411634-3,6.86,3.44,19,90,90,119.99,P 1,-41.21,-2.88,,,,,84.32,17.98,85.22,17.98,,,,,0.0,144.25,134.55,1.38,62.28,57.71,0.0,18.34,17.68,0.17,-10.03,-9.35,-0.12,-8.31,-8.32,-0.05,NbSS,NbSeSe,-3.16,-2.6,-3.16,-2.6,0.01
502,502,502,T',NbSTe,Nb,S,Te,411652-3,7.08,3.52,19,90,90,119.85,P 1,-39.14,-2.2,,,,,73.59,19.87,62.05,19.87,,,,,0.0,110.42,86.33,1.42,12.52,10.28,0.0,-2.28,-1.67,0.12,0.23,0.24,-0.14,2.05,1.43,0.02,NbSS,NbTeTe,-3.16,-1.33,-3.16,-1.33,0.05
503,503,503,T',NbSeTe,Nb,Se,Te,413452-3,7.16,3.58,19,90,90,119.97,P 1,-37.38,-1.95,,,,,61.82,13.19,62.97,13.19,,,,,0.0,22.77,29.59,1.45,0.85,0.87,0.0,-2.0,-2.16,0.03,0.45,0.86,-0.06,1.55,1.31,0.04,NbSeSe,NbTeTe,-2.6,-1.33,-2.6,-1.33,0.02
504,504,504,T',TaOS,Ta,O,S,730816-3,6.45,3.23,19,90,90,119.98,P 1,-51.5,-5.29,,,,,109.36,41.29,113.88,41.29,,,,,0.0,9.12,13.26,1.28,6.62,7.88,0.02,5.81,5.96,0.53,-4.12,-3.64,-0.44,-1.69,-2.32,-0.09,TaOO,TaSS,-7.88,-3.07,-7.88,-3.07,0.19
505,505,505,T',TaOSe,Ta,O,Se,730834-3,6.55,3.38,19,90,90,119.97,P 1,-49.36,-4.85,4.42,-18.6,0.74,0.22,97.17,37.76,95.37,37.76,7.44,-32.28,0.55,0.17,0.39,6.88,7.68,1.3,4.66,4.37,0.02,3.7,6.14,0.5,-2.59,-4.32,-0.46,-1.1,-1.82,-0.04,TaOO,TaSeSe,-7.88,-2.36,-7.88,-2.36,0.28
506,506,506,T',TaOTe,Ta,O,Te,730852-3,7.46,3.4,19,90,90,118.57,P 1,-46.75,-3.9,,,,,40.78,10.76,70.33,10.76,,,,,0.0,6.08,8.85,1.33,1.5,1.87,0.02,3.13,3.67,0.51,-2.45,-3.61,-0.48,-0.68,-0.06,-0.03,TaOO,TaTeTe,-7.88,-0.9,-7.88,-0.9,0.49
507,507,507,T',TaSSe,Ta,S,Se,731634-3,6.88,3.44,19,90,90,120.06,P 1,-44.31,-2.7,,,,,90.01,21.23,89.5,21.23,,,,,0.0,12.17,11.98,1.38,4.39,3.72,0.0,5.82,5.29,0.2,-3.22,-2.96,-0.14,-2.59,-2.33,-0.07,TaSS,TaSeSe,-3.07,-2.36,-3.07,-2.36,0.01
508,508,508,T',TaSTe,Ta,S,Te,731652-3,7.11,3.54,19,90,90,119.83,P 1,-41.97,-1.89,,,,,76.13,17.35,76.76,17.35,,,,,0.0,51.79,48.09,1.42,2.43,3.0,0.0,-0.11,0.89,0.13,-0.75,-1.1,-0.14,0.86,0.21,0.01,TaSS,TaTeTe,-3.07,-0.9,-3.07,-0.9,0.09
509,509,509,T',TaSeTe,Ta,Se,Te,733452-3,7.21,3.6,19,90,90,120.01,P 1,-40.11,-1.59,,,,,65.19,16.27,61.61,16.27,,,,,0.0,20.96,20.87,1.45,0.19,0.13,0.0,1.07,0.95,0.07,-0.96,-0.85,-0.08,-0.11,-0.1,0.01,TaSeSe,TaTeTe,-2.36,-0.9,-2.36,-0.9,0.03
510,510,510,T',VOS,V,O,S,230816-3,6.12,3.06,19,90,90,120.0,P 1,-45.16,-4.18,,,,,97.55,36.62,97.49,36.62,,,,,0.0,20.73,20.33,1.27,3.51,3.46,0.02,-0.33,-0.32,0.41,-2.41,-2.39,-0.39,2.74,2.71,-0.02,VOO,VSS,-6.8,-1.82,-6.8,-1.82,0.12
511,511,511,T',VOSe,V,O,Se,230834-3,6.28,3.14,19,90,90,120.05,P 1,-43.37,-3.92,,,,,95.82,34.44,95.17,34.44,,,,,0.0,29.84,26.36,1.29,2.06,1.64,0.02,1.41,1.98,0.41,-3.07,-3.12,-0.4,1.66,1.13,-0.01,VOO,VSeSe,-6.8,-1.34,-6.8,-1.34,0.14
512,512,512,T',VOTe,V,O,Te,230852-3,6.47,3.24,19,90,90,119.88,P 1,-41.39,-3.29,,,,,91.08,73.03,121.57,73.03,,,,,0.0,15.52,15.46,1.34,2.91,2.54,0.01,-2.45,-2.07,0.33,0.47,0.15,-0.33,1.98,1.92,-0.01,VOO,VTeTe,-6.8,-0.08,-6.8,-0.08,0.15
513,513,513,T',VSSe,V,S,Se,231634-3,6.54,3.27,19,90,90,120.02,P 1,-37.93,-1.58,,,,,80.97,7.37,80.23,7.37,,,,,0.0,13.7,13.83,1.37,1.7,1.72,0.0,-2.69,-2.72,0.08,0.75,0.77,-0.08,1.94,1.96,0.0,VSS,VSeSe,-1.82,-1.34,-1.82,-1.34,-0.01
514,514,514,T',VSTe,V,S,Te,231652-3,6.95,3.46,19,90,90,119.99,P 1,-36.06,-1.0,,,,,41.76,14.19,-41.5,14.19,,,,,0.0,21.97,23.55,1.4,1.05,0.95,0.0,0.23,0.9,0.11,-1.7,-2.1,-0.15,1.47,1.2,0.04,VSS,VTeTe,-1.82,-0.08,-1.82,-0.08,-0.06
515,515,515,T',VSeTe,V,Se,Te,233452-3,7.0,3.48,19,90,90,119.82,P 1,-34.27,-0.74,,,,,-43.83,-8.14,53.29,-8.14,,,,,0.0,33.77,42.99,1.43,2.74,1.08,0.0,-0.38,-0.36,0.03,-0.81,-1.09,-0.07,1.19,1.45,0.03,VSeSe,VTeTe,-1.34,-0.08,-1.34,-0.08,-0.03
516,516,516,T',NbCBr,Nb,C,Br,410635-3,6.8,3.4,19,90,90,119.98,P 1,-42.31,-0.33,-0.1,1.42,-0.82,-0.82,116.1,50.58,116.14,50.58,-0.15,2.17,-0.49,-0.49,1.33,5.66,5.65,1.32,8.07,8.06,0.02,8.37,8.36,0.56,-6.71,-6.71,-0.35,-1.66,-1.66,-0.21,NbCC,NbBrBr,2.7,-2.61,-2.61,2.7,-0.37
517,517,517,T',NbCCl,Nb,C,Cl,410617-3,6.68,3.34,19,90,90,119.99,P 1,-43.76,-0.77,0.03,-0.56,-1.23,-1.23,110.01,45.69,110.04,45.69,0.04,-0.87,-0.79,-0.79,1.52,5.06,5.06,1.29,8.18,8.16,0.02,8.1,8.09,0.59,-6.38,-6.38,-0.33,-1.71,-1.71,-0.25,NbCC,NbClCl,2.7,-3.47,-3.47,2.7,-0.38
518,518,518,T',NbCF,Nb,C,F,410609-3,6.42,3.21,19,90,90,119.98,P 1,-47.11,-2.43,0.66,-10.07,-1.64,-1.63,104.1,35.91,104.42,35.91,0.96,-14.7,-1.17,-1.17,1.49,4.45,4.45,1.21,13.55,13.49,0.03,7.72,7.72,0.7,-5.7,-5.69,-0.25,-2.03,-2.03,-0.46,NbCC,NbFF,2.7,-6.8,-6.8,2.7,-0.38
519,519,519,T',NbCI,Nb,C,I,410653-3,7.0,3.5,19,90,90,119.98,P 1,-40.35,0.48,-0.15,2.31,-0.09,-0.09,125.52,53.5,125.54,53.5,-0.21,3.21,-0.05,-0.05,0.7,7.63,7.63,1.36,6.38,6.37,0.02,8.19,8.18,0.47,-6.86,-6.85,-0.33,-1.32,-1.32,-0.15,NbCC,NbII,2.7,-1.56,-1.56,2.7,-0.09
520,520,520,T',NbGeBr,Nb,Ge,Br,413235-3,7.34,3.51,19,90,90,118.53,P 1,-32.98,-0.4,,,,,45.72,20.31,36.91,20.31,,,,,0.0,12.84,10.75,1.41,2.61,3.55,0.01,-1.41,-0.95,0.1,2.81,2.3,0.07,-1.4,-1.35,-0.17,NbGeGe,NbBrBr,-0.05,-2.61,-2.61,-0.05,0.94
521,521,521,T',NbGeCl,Nb,Ge,Cl,413217-3,6.45,2.98,19,90,90,119.25,P 1,-35.55,-1.39,,,,,-67.47,-30.29,61.68,-30.29,,,,,0.0,22.41,20.66,1.49,9.37,23.72,0.01,-1.48,-1.39,0.09,2.33,2.38,0.08,-0.85,-0.99,-0.17,NbGeGe,NbClCl,-0.05,-3.47,-3.47,-0.05,0.37
522,522,522,T',NbGeF,Nb,Ge,F,413209-3,5.66,2.84,19,90,90,115.29,P 1,-39.57,-3.39,,,,,108.0,74.05,102.48,74.05,,,,,0.04,30.75,38.73,1.4,17.42,10.71,0.02,-1.75,-1.27,0.33,2.95,2.38,0.11,-1.2,-1.11,-0.44,NbGeGe,NbFF,-0.05,-6.8,-6.8,-0.05,0.04
523,523,523,T',NbGeI,Nb,Ge,I,413253-3,7.57,3.69,19,90,90,119.11,P 1,-31.68,0.08,,,,,52.62,23.82,53.87,23.82,,,,,0.0,12.16,11.57,1.45,3.61,8.43,0.0,-1.99,-1.61,-0.01,2.8,2.5,0.11,-0.81,-0.89,-0.1,NbGeGe,NbII,-0.05,-1.56,-1.56,-0.05,0.89
524,524,524,T',NbSiBr,Nb,Si,Br,411435-3,7.2,3.48,19,90,90,118.93,P 1,-34.35,-0.15,,,,,40.75,8.9,22.07,8.9,,,,,0.0,14.88,12.61,1.41,7.96,3.64,0.0,0.93,0.66,0.11,0.77,0.89,0.05,-1.7,-1.56,-0.16,NbSiSi,NbBrBr,0.18,-2.61,-2.61,0.18,1.07
525,525,525,T',NbSiCl,Nb,Si,Cl,411417-3,6.88,3.44,19,90,90,119.99,P 1,-35.74,-0.55,0.2,-4.34,-0.87,-0.87,73.85,17.59,73.85,17.59,0.36,-7.72,-0.95,-0.95,0.84,10.88,10.88,1.39,7.97,8.01,0.01,4.97,4.99,0.27,-2.09,-2.1,-0.04,-2.88,-2.89,-0.23,NbSiSi,NbClCl,0.18,-3.47,-3.47,0.18,1.09
526,526,526,T',NbSiF,Nb,Si,F,411409-3,5.83,2.71,19,90,90,117.98,P 1,-40.97,-3.16,-14.73,10.66,-0.9,-0.85,98.39,71.96,111.65,71.96,-55.75,26.86,-0.53,-0.46,0.19,52.37,39.73,1.39,13.68,27.67,0.02,0.74,-0.63,0.38,1.87,2.36,0.07,-2.61,-1.73,-0.45,NbSiSi,NbFF,0.18,-6.8,-6.8,0.18,0.15
527,527,527,T',NbSiI,Nb,Si,I,411453-3,7.52,3.66,19,90,90,119.06,P 1,-32.96,0.37,,,,,55.16,24.18,57.95,24.18,,,,,0.0,12.28,11.39,1.44,4.27,8.42,0.01,-2.19,-1.82,-0.02,3.03,2.68,0.12,-0.83,-0.86,-0.1,NbSiSi,NbII,0.18,-1.56,-1.56,0.18,1.07
528,528,528,T',NbSnBr,Nb,Sn,Br,415035-3,6.69,3.34,19,90,90,120.34,P 1,-32.64,-0.87,,,,,54.1,33.12,70.62,33.12,,,,,0.0,60.52,33.66,1.57,3.49,4.19,0.01,-0.43,-0.79,0.07,1.0,1.5,0.07,-0.56,-0.71,-0.14,NbSnSn,NbBrBr,0.23,-2.61,-2.61,0.23,0.32
529,529,529,T',NbSnCl,Nb,Sn,Cl,415017-3,6.32,3.14,19,90,90,117.96,P 1,-34.46,-1.49,-1.88,-1.6,-0.18,-0.2,76.98,66.4,74.13,66.4,-17.78,-20.64,-0.13,-0.14,0.26,39.82,35.43,1.54,14.6,12.75,0.01,-2.22,-1.69,0.02,2.96,2.77,0.13,-0.74,-1.08,-0.15,NbSnSn,NbClCl,0.23,-3.47,-3.47,0.23,0.13
530,530,530,T',NbSnF,Nb,Sn,F,415009-3,5.97,3.13,19,90,90,121.35,P 1,-37.82,-3.16,,,,,108.13,70.19,100.22,70.19,,,,,0.0,25.23,47.03,1.43,19.38,19.53,0.02,-1.45,-2.28,0.33,3.14,3.18,0.11,-1.69,-0.9,-0.44,NbSnSn,NbFF,0.23,-6.8,-6.8,0.23,0.12
531,531,531,T',NbSnI,Nb,Sn,I,415053-3,7.33,3.45,19,90,90,119.94,P 1,-30.78,-0.11,,,,,46.68,30.11,57.95,30.11,,,,,0.05,37.97,49.73,1.6,3.48,15.12,0.01,0.18,-1.1,0.03,-0.04,1.34,0.05,-0.14,-0.24,-0.08,NbSnSn,NbII,0.23,-1.56,-1.56,0.23,0.55
532,532,532,T',TaCBr,Ta,C,Br,730635-3,6.78,3.39,19,90,90,119.99,P 1,-45.61,-0.26,-0.12,1.32,-0.25,-0.25,125.61,49.04,125.63,49.04,-0.15,1.73,-0.14,-0.14,1.96,4.6,4.6,1.32,6.28,6.27,0.02,7.44,7.43,0.56,-5.73,-5.72,-0.34,-1.71,-1.71,-0.21,TaCC,TaBrBr,4.83,-1.85,-1.85,4.83,-1.75
533,533,533,T',TaCCl,Ta,C,Cl,730617-3,6.66,3.33,19,90,90,119.99,P m,-47.12,-0.72,-0.02,-0.73,-0.51,-0.51,121.17,45.86,121.18,45.86,-0.02,-0.96,-0.3,-0.3,2.1,4.12,4.12,1.29,6.57,6.57,0.02,7.22,7.22,0.57,-5.46,-5.46,-0.32,-1.76,-1.76,-0.25,TaCC,TaClCl,4.83,-2.65,-2.65,4.83,-1.82
534,534,534,T',TaCF,Ta,C,F,730609-3,6.44,3.22,19,90,90,119.98,P 1,-50.45,-2.38,,,,,111.62,45.78,111.98,45.78,,,,,0.0,3.56,3.56,1.21,13.8,13.75,0.03,7.05,7.05,0.72,-4.98,-4.97,-0.26,-2.08,-2.08,-0.46,TaCC,TaFF,4.83,-6.04,-6.04,4.83,-1.77
535,535,535,T',TaCI,Ta,C,I,730653-3,6.98,3.49,19,90,90,119.99,P 1,-43.49,0.63,-0.2,2.91,0.16,0.16,132.88,51.89,132.93,51.89,-0.25,3.59,0.09,0.09,1.11,6.13,6.13,1.36,5.88,5.88,0.02,7.69,7.69,0.5,-6.1,-6.1,-0.35,-1.59,-1.59,-0.16,TaCC,TaII,4.83,-0.83,-0.83,4.83,-1.37
536,536,536,T',TaGeBr,Ta,Ge,Br,733235-3,7.26,3.42,19,90,90,117.81,P 1,-35.48,0.08,,,,,28.11,20.46,44.97,20.46,,,,,0.0,21.23,17.98,1.44,6.29,5.13,0.01,-1.02,-0.88,0.18,2.63,2.47,0.0,-1.61,-1.59,-0.19,TaGeGe,TaBrBr,0.34,-1.85,-1.85,0.34,0.83
537,537,537,T',TaGeCl,Ta,Ge,Cl,733217-3,6.12,3.06,19,90,90,119.99,P 1,-38.09,-0.94,,,,,85.77,70.8,82.7,70.8,,,,,0.0,18.44,20.17,1.51,11.38,12.31,0.01,-1.56,-1.65,0.02,2.44,2.49,0.13,-0.89,-0.84,-0.15,TaGeGe,TaClCl,0.34,-2.65,-2.65,0.34,0.21
538,538,538,T',TaGeF,Ta,Ge,F,733209-3,5.68,3.02,19,90,90,121.97,P 1,-42.01,-2.89,,,,,74.21,43.28,103.39,43.28,,,,,0.0,31.62,25.51,1.4,16.7,11.69,0.02,-0.96,-0.77,0.33,2.78,2.37,0.12,-1.82,-1.6,-0.44,TaGeGe,TaFF,0.34,-6.04,-6.04,0.34,-0.04
