,Unnamed: 0.1,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
1157,1157,1157,T',FeSbCl,Fe,Sb,Cl,265117-3,6.63,3.33,19,90,90,120.1,P 1,-29.65,-0.65,,,,,56.7,23.69,56.44,23.69,,,,,0.0,30.28,43.32,1.42,6.57,9.99,0.01,-1.29,-1.81,0.06,2.61,2.93,0.13,-1.32,-1.12,-0.19,FeSbSb,FeClCl,0.38,-2.23,-2.23,0.38,0.28
1158,1158,1158,T',FeSbF,Fe,Sb,F,265109-3,6.69,3.06,19,90,90,117.53,P 1,-32.53,-2.08,,,,,-55.88,68.95,-13.23,68.95,,,,,0.0,33.78,30.67,1.34,7.79,8.55,0.03,-0.83,0.15,0.35,2.16,2.43,0.1,-1.33,-2.58,-0.45,FeSbSb,FeFF,0.38,-5.57,-5.57,0.38,0.52
1159,1159,1159,T',FeSbI,Fe,Sb,I,265153-3,6.99,3.68,19,90,90,121.78,P 1,-26.47,0.48,,,,,32.67,10.4,51.18,10.4,,,,,0.0,15.83,17.12,1.47,11.79,5.67,0.01,-3.29,-2.99,-0.06,2.89,2.73,0.11,0.4,0.26,-0.05,FeSbSb,FeII,0.38,-0.2,-0.2,0.38,0.39
1160,1160,1160,T',OsAsBr,Os,As,Br,763335-3,6.68,3.54,19,90,90,121.97,P 1,-33.54,0.66,1.6,0.48,-0.13,0.06,77.76,18.5,55.69,18.5,2.7,1.29,-0.13,0.08,0.5,8.89,11.21,1.43,3.45,6.88,0.02,-0.76,-0.36,-0.01,2.28,2.56,0.19,-1.53,-2.2,-0.18,OsAsAs,OsBrBr,0.19,0.82,0.19,0.82,0.16
1161,1161,1161,T',OsAsCl,Os,As,Cl,763317-3,6.52,3.47,19,90,90,122.17,P 1,-34.76,0.34,3.46,3.94,-0.42,-0.21,80.65,22.42,57.31,22.42,5.93,11.29,-0.4,-0.27,0.53,7.69,9.87,1.4,6.15,15.95,0.02,-0.38,0.04,0.01,2.2,2.5,0.2,-1.82,-2.54,-0.21,OsAsAs,OsClCl,0.19,0.5,0.19,0.5,0.0
1162,1162,1162,T',OsAsF,Os,As,F,763309-3,6.15,3.0,19,90,90,115.25,P 1,-37.72,-1.13,,,,,143.0,26.85,97.13,26.85,,,,,0.0,6.77,8.81,1.33,3.98,1.89,0.02,0.19,-2.68,0.21,2.37,2.73,0.2,-2.56,-0.05,-0.4,OsAsAs,OsFF,0.19,-3.31,-3.31,0.19,0.43
1163,1163,1163,T',OsAsI,Os,As,I,763353-3,7.01,3.73,19,90,90,122.16,P 1,-32.34,1.09,1.29,-1.55,0.25,0.42,54.82,-0.12,42.61,-0.12,2.36,-3.64,0.46,0.99,0.21,16.6,21.24,1.46,2.67,3.33,0.01,-2.27,-2.25,0.03,2.43,2.68,0.07,-0.16,-0.43,-0.1,OsAsAs,OsII,0.19,0.81,0.19,0.81,0.59
1164,1164,1164,T',OsBiBr,Os,Bi,Br,768335-3,7.02,3.81,19,90,90,122.91,P 1,-31.14,1.07,2.27,0.71,-0.39,-0.31,72.0,19.71,53.22,19.71,4.34,2.11,-0.42,-0.42,0.3,9.01,9.88,1.47,3.84,6.0,0.02,-1.52,-0.98,0.01,2.96,2.94,0.17,-1.43,-1.96,-0.18,OsBiBi,OsBrBr,1.21,0.82,0.82,1.21,0.06
1165,1165,1165,T',OsBiCl,Os,Bi,Cl,768317-3,6.88,3.74,19,90,90,122.9,P 1,-32.03,0.91,4.56,5.62,-0.74,-0.64,78.79,28.77,58.89,28.77,9.12,18.67,-0.69,-0.73,0.37,9.07,9.8,1.43,9.86,24.8,0.02,-1.11,-0.49,0.04,2.9,2.92,0.17,-1.79,-2.44,-0.21,OsBiBi,OsClCl,1.21,0.5,0.5,1.21,0.06
1166,1166,1166,T',OsBiF,Os,Bi,F,768309-3,6.73,3.05,19,90,90,116.9,P 1,-34.78,-0.45,,,,,22.58,31.13,50.16,31.13,,,,,0.0,29.11,46.36,1.48,7.2,12.82,0.02,-1.9,-2.53,0.47,2.31,2.71,0.06,-0.41,-0.18,-0.53,OsBiBi,OsFF,1.21,-3.31,-3.31,1.21,0.6
1167,1167,1167,T',OsBiI,Os,Bi,I,768353-3,7.31,3.96,19,90,90,122.79,P 1,-30.48,1.22,-0.07,-2.07,-0.28,-0.36,67.96,16.78,68.25,16.78,-0.13,-4.02,-0.33,-0.42,0.36,8.65,8.82,1.5,2.38,2.16,0.01,-3.02,-3.04,-0.07,2.79,2.76,0.15,0.23,0.29,-0.08,OsBiBi,OsII,1.21,0.81,0.81,1.21,0.21
1168,1168,1168,T',OsNBr,Os,N,Br,760735-3,6.48,3.24,19,90,90,120.0,P 1,-39.48,1.34,-0.15,4.65,0.69,0.69,165.46,64.38,165.68,64.38,-0.14,4.59,0.3,0.3,0.73,10.35,10.15,1.3,4.4,4.32,0.0,-3.84,-3.83,0.16,5.33,5.3,-0.0,-1.49,-1.48,-0.15,OsNN,OsBrBr,2.99,0.82,0.82,2.99,-0.56
1169,1169,1169,T',OsNCl,Os,N,Cl,760717-3,6.4,3.2,19,90,90,120.0,P 1,-40.97,0.89,-0.16,3.87,0.47,0.47,160.51,62.08,160.43,62.08,-0.16,3.93,0.21,0.21,0.98,8.55,8.5,1.27,4.04,4.02,0.01,-3.75,-3.75,0.21,5.31,5.3,-0.0,-1.56,-1.56,-0.2,OsNN,OsClCl,2.99,0.5,0.5,2.99,-0.86
1170,1170,1170,T',OsNF,Os,N,F,760709-3,5.48,3.13,19,90,90,124.85,P 1,-43.41,-0.32,,,,,63.79,36.32,109.38,36.32,,,,,0.0,13.49,18.27,1.29,2.41,1.18,0.01,-1.39,-0.5,0.42,2.24,1.34,-0.1,-0.85,-0.84,-0.32,OsNN,OsFF,2.99,-3.31,-3.31,2.99,-0.16
1171,1171,1171,T',OsNI,Os,N,I,760753-3,6.46,3.29,19,90,90,127.33,P 1,-38.46,1.68,,,,,125.54,64.85,134.68,64.85,,,,,0.0,16.62,19.4,1.61,11.69,12.44,0.04,-3.78,-3.75,0.12,3.14,2.77,-0.1,0.64,0.98,-0.02,OsNN,OsII,2.99,0.81,0.81,2.99,-0.23
1172,1172,1172,T',OsPBr,Os,P,Br,761535-3,6.69,3.6,19,90,90,122.58,P 1,-36.04,0.12,,,,,65.51,20.71,74.67,20.71,,,,,0.0,8.98,10.76,1.43,2.57,3.85,0.01,-4.07,-3.72,0.08,4.22,4.35,0.05,-0.15,-0.63,-0.13,OsPP,OsBrBr,-0.03,0.82,-0.03,0.82,-0.27
1173,1173,1173,T',OsPCl,Os,P,Cl,761517-3,6.38,3.37,19,90,90,121.87,P 1,-36.3,0.27,-0.64,0.85,-0.37,-0.17,76.16,17.78,53.03,17.78,-1.1,2.42,-0.4,-0.24,0.27,9.59,13.75,1.39,4.61,12.39,0.01,0.12,0.61,0.08,1.48,1.78,0.14,-1.61,-2.39,-0.22,OsPP,OsClCl,-0.03,0.5,-0.03,0.5,0.04
1174,1174,1174,T',OsPF,Os,P,F,761509-3,5.98,2.94,19,90,90,117.52,P 1,-39.71,-1.42,,,,,-109790.8,-53903.62,1.79,-53903.62,,,,,0.0,7.52,11.0,1.32,5.08,1.73,0.02,0.63,-2.19,0.19,1.93,2.54,0.2,-2.55,-0.36,-0.4,OsPP,OsFF,-0.03,-3.31,-3.31,-0.03,0.25
1175,1175,1175,T',OsPI,Os,P,I,761553-3,7.45,3.73,19,90,90,119.99,P 1,-35.41,0.26,-0.19,3.94,0.52,0.52,93.25,38.21,93.24,38.21,-0.34,7.16,0.4,0.4,0.83,7.6,7.58,1.36,2.55,2.54,0.0,-3.09,-3.1,-0.15,4.91,4.91,0.25,-1.82,-1.82,-0.09,OsPP,OsII,-0.03,0.81,-0.03,0.81,-0.13
1176,1176,1176,T',OsSbBr,Os,Sb,Br,765135-3,6.9,3.72,19,90,90,122.67,P m,-32.26,0.77,2.51,1.64,0.03,0.15,75.28,20.13,55.43,20.13,4.55,4.65,0.03,0.19,0.46,8.5,9.32,1.46,3.86,6.4,0.02,-1.27,-0.77,-0.03,2.83,2.88,0.21,-1.56,-2.11,-0.17,OsSbSb,OsBrBr,0.61,0.82,0.61,0.82,0.06
1177,1177,1177,T',OsSbCl,Os,Sb,Cl,765117-3,6.76,3.65,19,90,90,122.71,P 1,-33.25,0.57,5.47,7.56,-0.27,-0.13,80.33,27.96,59.25,27.96,10.44,24.16,-0.25,-0.15,0.54,7.9,8.62,1.42,7.87,19.12,0.02,-0.9,-0.36,-0.0,2.77,2.83,0.21,-1.87,-2.47,-0.21,OsSbSb,OsClCl,0.61,0.5,0.5,0.61,0.01
1178,1178,1178,T',OsSbF,Os,Sb,F,765109-3,6.6,3.09,19,90,90,117.99,P 1,-35.53,-0.57,,,,,67.38,38.29,70.81,38.29,,,,,0.0,21.01,35.55,1.38,9.75,13.88,0.02,-2.2,-3.7,0.32,3.78,4.56,0.13,-1.58,-0.86,-0.45,OsSbSb,OsFF,0.61,-3.31,-3.31,0.61,0.78
1179,1179,1179,T',OsSbI,Os,Sb,I,765153-3,7.2,3.9,19,90,90,122.77,P 1,-31.41,1.02,1.07,-1.07,0.28,0.27,63.13,9.91,59.2,9.91,2.01,-2.17,0.38,0.4,0.36,9.15,9.39,1.49,2.49,2.42,0.01,-2.6,-2.58,-0.09,2.79,2.82,0.18,-0.2,-0.24,-0.09,OsSbSb,OsII,0.61,0.81,0.61,0.81,0.31
1180,1180,1180,T',RuAsBr,Ru,As,Br,443335-3,6.71,3.52,19,90,90,121.61,P 1,-30.96,-0.07,1.78,-0.23,-1.26,-1.11,63.32,16.23,50.11,16.23,3.79,-0.69,-1.59,-1.67,0.35,10.52,11.31,1.42,2.75,3.34,0.01,-1.1,-0.74,0.03,2.38,2.49,0.13,-1.29,-1.75,-0.16,RuAsAs,RuBrBr,-0.26,-0.5,-0.5,-0.26,0.31
1181,1181,1181,T',RuAsCl,Ru,As,Cl,443317-3,6.52,3.44,19,90,90,121.86,P 1,-32.2,-0.4,2.63,1.56,-1.76,-1.62,69.46,23.04,55.21,23.04,5.67,4.85,-1.9,-2.07,0.33,8.19,8.93,1.39,3.08,5.0,0.01,-0.61,-0.16,0.04,2.29,2.4,0.16,-1.68,-2.24,-0.2,RuAsAs,RuClCl,-0.26,-0.89,-0.89,-0.26,0.18
1182,1182,1182,T',RuAsF,Ru,As,F,443309-3,6.17,3.29,19,90,90,122.19,P 1,-34.93,-1.76,1.67,3.2,-3.15,-3.02,86.01,34.66,68.72,34.66,3.26,9.39,-2.61,-2.92,0.22,9.03,13.9,1.31,6.92,16.83,0.02,-0.2,0.33,0.23,2.35,2.36,0.16,-2.15,-2.68,-0.39,RuAsAs,RuFF,-0.26,-3.57,-3.57,-0.26,0.16
1183,1183,1183,T',RuAsI,Ru,As,I,443353-3,7.02,3.77,19,90,90,118.54,P 1,-30.09,0.19,,,,,67.91,11.92,59.29,11.92,,,,,0.0,42.5,21.89,1.42,3.65,2.58,0.0,-3.09,-4.16,0.05,3.85,4.5,0.05,-0.76,-0.34,-0.1,RuAsAs,RuII,-0.26,-0.28,-0.28,-0.26,0.46
1184,1184,1184,T',RuBiBr,Ru,Bi,Br,448335-3,7.04,3.75,19,90,90,122.24,P 1,-28.97,0.13,1.71,-1.11,-1.63,-1.6,66.05,20.06,54.86,20.06,3.72,-3.18,-1.9,-2.13,0.22,10.0,10.07,1.46,3.59,3.27,0.01,-1.49,-1.39,0.03,2.99,2.86,0.13,-1.5,-1.48,-0.17,RuBiBi,RuBrBr,0.57,-0.5,-0.5,0.57,0.09
1185,1185,1185,T',RuBiCl,Ru,Bi,Cl,448317-3,6.89,3.68,19,90,90,122.22,P 1,-29.92,-0.05,1.02,-1.62,-2.15,-2.14,73.28,25.78,59.1,25.78,2.15,-4.85,-2.17,-2.52,0.22,9.63,10.05,1.43,4.09,4.44,0.01,-1.08,-0.81,0.07,2.96,2.85,0.13,-1.88,-2.04,-0.2,RuBiBi,RuClCl,0.57,-0.89,-0.89,0.57,0.11
1186,1186,1186,T',RuBiF,Ru,Bi,F,448309-3,6.64,3.47,19,90,90,121.51,P 1,-31.82,-0.99,-9.38,-7.25,-3.65,-3.44,70.55,37.37,53.04,37.37,-28.28,-46.27,-3.38,-3.8,0.11,22.4,19.69,1.35,6.05,5.64,0.03,-0.69,-0.46,0.27,3.09,2.81,0.14,-2.4,-2.35,-0.41,RuBiBi,RuFF,0.57,-3.57,-3.57,0.57,0.51
1187,1187,1187,T',RuBiI,Ru,Bi,I,448353-3,7.31,3.89,19,90,90,122.15,P 1,-28.22,0.33,-0.31,-2.66,-1.11,-1.13,63.75,16.53,61.28,16.53,-0.66,-5.95,-1.38,-1.46,0.38,10.26,10.35,1.5,2.85,2.34,0.01,-3.22,-3.12,-0.06,2.78,2.68,0.12,0.45,0.44,-0.06,RuBiBi,RuII,0.57,-0.28,-0.28,0.57,0.19
1188,1188,1188,T',RuNBr,Ru,N,Br,440735-3,6.42,3.21,19,90,90,120.0,P 1,-36.91,0.61,-0.06,1.06,0.76,0.76,154.53,53.82,154.54,53.82,-0.06,1.05,0.36,0.36,0.52,8.64,8.65,1.3,3.47,3.47,0.0,-3.14,-3.14,0.14,4.52,4.52,-0.01,-1.38,-1.38,-0.13,RuNN,RuBrBr,2.99,-0.5,-0.5,2.99,-0.64
1189,1189,1189,T',RuNCl,Ru,N,Cl,440717-3,6.32,3.16,19,90,90,120.0,P 1,-38.51,0.1,-0.07,1.08,0.23,0.23,154.02,53.63,154.01,53.63,-0.07,1.08,0.11,0.11,1.08,7.21,7.21,1.27,3.03,3.03,0.0,-3.06,-3.06,0.18,4.47,4.47,-0.01,-1.41,-1.41,-0.18,RuNN,RuClCl,2.99,-0.89,-0.89,2.99,-0.95
1190,1190,1190,T',RuNF,Ru,N,F,440709-3,6.2,3.1,19,90,90,120.0,P 1,-41.96,-1.62,0.12,-2.57,-0.92,-0.92,159.29,48.68,159.28,48.68,0.11,-2.32,-0.44,-0.44,1.49,6.0,6.0,1.18,2.28,2.28,0.01,-1.77,-1.77,0.36,3.83,3.83,-0.02,-2.07,-2.07,-0.33,RuNN,RuFF,2.99,-3.57,-3.57,2.99,-1.33
1191,1191,1191,T',RuNI,Ru,N,I,440753-3,6.18,3.15,19,90,90,120.57,P 1,-36.01,0.89,,,,,123.66,74.53,158.45,74.53,,,,,0.0,200.12,273.23,1.7,5.43,7.68,0.02,-5.59,-6.76,0.01,5.05,5.55,0.01,0.54,1.21,-0.02,RuNN,RuII,2.99,-0.28,-0.28,2.99,-0.47
1192,1192,1192,T',RuPBr,Ru,P,Br,441535-3,7.23,3.61,19,90,90,119.98,P 1,-33.81,-0.79,-0.23,3.95,-0.19,-0.19,83.24,38.36,83.32,38.36,-0.52,8.79,-0.16,-0.16,1.09,6.07,6.06,1.32,2.46,2.45,0.01,-2.98,-2.99,-0.13,4.6,4.6,0.27,-1.62,-1.61,-0.14,RuPP,RuBrBr,-0.37,-0.5,-0.5,-0.37,-0.35
1193,1193,1193,T',RuPCl,Ru,P,Cl,441517-3,6.63,3.51,19,90,90,121.98,P 1,-34.15,-0.67,,,,,56.35,14.75,64.62,14.75,,,,,0.0,8.25,11.22,1.38,3.2,4.08,0.01,-3.81,-3.83,0.13,4.28,4.61,0.04,-0.46,-0.79,-0.17,RuPP,RuClCl,-0.37,-0.89,-0.89,-0.37,-0.04
1194,1194,1194,T',RuPF,Ru,P,F,441509-3,6.03,2.95,19,90,90,119.88,P 1,-36.76,-1.97,,,,,54.55,37.84,92.91,37.84,,,,,0.0,18.9,20.05,1.31,4.32,2.96,0.02,-0.68,-0.6,0.22,2.36,2.11,0.16,-1.69,-1.51,-0.37,RuPP,RuFF,-0.37,-3.57,-3.57,-0.37,0.0
1195,1195,1195,T',RuPI,Ru,P,I,441553-3,7.41,3.7,19,90,90,119.98,P 1,-32.62,-0.37,-0.23,3.98,0.37,0.37,81.35,37.11,81.45,37.11,-0.51,8.98,0.32,0.31,0.42,7.13,7.13,1.36,2.16,2.16,0.01,-3.24,-3.24,-0.18,4.68,4.68,0.27,-1.44,-1.44,-0.09,RuPP,RuII,-0.37,-0.28,-0.37,-0.28,-0.05
1196,1196,1196,T',RuSbBr,Ru,Sb,Br,445135-3,6.91,3.68,19,90,90,122.13,P 1,-29.91,-0.08,1.41,-0.85,-1.21,-1.11,66.07,19.9,52.65,19.9,3.05,-2.59,-1.41,-1.53,0.29,9.41,9.79,1.45,3.62,3.65,0.01,-1.44,-1.05,0.0,2.92,2.8,0.16,-1.48,-1.75,-0.16,RuSbSb,RuBrBr,0.05,-0.5,-0.5,0.05,0.15
1197,1197,1197,T',RuSbCl,Ru,Sb,Cl,445117-3,6.76,3.6,19,90,90,122.17,P m,-30.95,-0.31,1.47,-0.26,-1.71,-1.62,72.6,26.17,57.64,26.17,3.17,-0.83,-1.73,-1.93,0.29,8.67,9.08,1.42,3.92,4.84,0.01,-1.05,-0.56,0.04,2.83,2.73,0.16,-1.79,-2.17,-0.2,RuSbSb,RuClCl,0.05,-0.89,-0.89,0.05,0.11
1198,1198,1198,T',RuSbF,Ru,Sb,F,445109-3,6.47,3.4,19,90,90,121.71,P 1,-33.14,-1.39,-9.09,-11.01,-3.07,-2.89,84.72,37.53,65.25,37.53,-19.25,-39.73,-2.51,-2.81,0.13,12.95,16.13,1.34,13.12,32.4,0.03,-0.58,-0.15,0.25,2.95,2.71,0.16,-2.37,-2.56,-0.41,RuSbSb,RuFF,0.05,-3.57,-3.57,0.05,0.37
1199,1199,1199,T',RuSbI,Ru,Sb,I,445153-3,7.21,3.83,19,90,90,122.13,P 1,-29.01,0.2,0.47,-2.02,-0.63,-0.61,61.0,14.31,57.33,14.31,1.01,-4.7,-0.84,-0.85,0.32,10.8,10.93,1.49,2.9,2.44,0.01,-2.8,-2.66,-0.06,2.75,2.68,0.14,0.05,-0.02,-0.08,RuSbSb,RuII,0.05,-0.28,-0.28,0.05,0.32
1200,1200,1200,T',FeOS,Fe,O,S,260816-3,6.07,2.98,19,90,90,119.41,P 1,-38.28,-2.25,,,,,71.04,23.44,73.71,23.44,,,,,0.0,25.63,22.36,1.26,2.98,3.32,0.01,-1.51,-0.58,0.26,-1.22,-2.24,-0.27,2.73,2.82,0.01,FeOO,FeSS,-3.98,-1.1,-3.98,-1.1,0.29
1201,1201,1201,T',FeOSe,Fe,O,Se,260834-3,6.08,3.2,19,90,90,121.54,P 1,-37.14,-2.31,,,,,28.44,28.46,50.15,28.46,,,,,0.0,29.07,32.08,1.3,2.29,1.5,0.02,2.2,2.32,0.3,-3.42,-2.87,-0.32,1.22,0.56,0.02,FeOO,FeSeSe,-3.98,-0.8,-3.98,-0.8,0.07
1202,1202,1202,T',FeOTe,Fe,O,Te,260852-3,6.56,3.27,19,90,90,120.31,P 1,-35.47,-1.84,,,,,89.5,50.93,91.23,50.93,,,,,0.0,16.5,21.83,1.34,4.15,3.68,0.02,1.57,1.71,0.34,-3.46,-3.45,-0.37,1.89,1.74,0.03,FeOO,FeTeTe,-3.98,-0.28,-3.98,-0.28,0.29
1203,1203,1203,T',FeSSe,Fe,S,Se,261634-3,6.36,3.3,19,90,90,121.25,P m,-33.71,-0.98,-1.15,-0.6,0.68,0.66,100.18,21.88,100.52,21.88,-1.46,-0.76,0.56,0.54,0.54,9.34,9.55,1.36,1.81,1.98,0.0,-3.7,-4.03,-0.09,1.5,1.89,0.04,2.2,2.14,0.05,FeSS,FeSeSe,-1.1,-0.8,-1.1,-0.8,-0.03
1204,1204,1204,T',FeSTe,Fe,S,Te,261652-3,6.62,3.36,19,90,90,120.52,P 1,-32.15,-0.56,,,,,56.1,11.31,60.94,11.31,,,,,0.0,30.96,28.85,1.4,5.29,6.86,0.0,-5.26,-6.52,0.05,2.73,3.89,-0.07,2.52,2.63,0.01,FeSS,FeTeTe,-1.1,-0.28,-1.1,-0.28,0.13
1205,1205,1205,T',FeSeTe,Fe,Se,Te,263452-3,6.75,3.52,19,90,90,121.39,P 1,-30.81,-0.52,-0.53,-0.48,0.7,0.71,83.14,19.44,84.61,19.44,-0.84,-0.74,0.68,0.68,0.25,12.15,12.07,1.42,2.88,2.46,0.0,-4.48,-4.41,-0.12,1.76,2.01,0.05,2.72,2.4,0.07,FeSeSe,FeTeTe,-0.8,-0.28,-0.8,-0.28,0.02
1206,1206,1206,T',OsOS,Os,O,S,760816-3,6.14,3.35,19,90,90,123.1,P 1,-42.99,-1.6,-2.0,1.23,0.94,1.08,143.39,38.14,149.18,38.14,-1.9,1.11,0.52,0.58,0.63,4.89,5.22,1.27,1.05,1.29,0.01,1.23,0.29,0.2,-2.27,-2.01,-0.24,1.04,1.72,0.05,OsOO,OsSS,-3.1,-0.8,-3.1,-0.8,0.36
1207,1207,1207,T',OsOSe,Os,O,Se,760834-3,6.27,3.41,19,90,90,122.91,P 1,-40.77,-1.12,-2.0,3.1,1.23,1.46,133.44,33.92,121.36,33.92,-2.01,3.54,0.74,0.94,0.48,6.18,6.23,1.29,1.57,1.94,0.01,1.1,0.14,0.26,-2.61,-2.14,-0.28,1.51,2.0,0.02,OsOO,OsSeSe,-3.1,-0.51,-3.1,-0.51,0.69
1208,1208,1208,T',OsOTe,Os,O,Te,760852-3,6.46,3.39,19,90,90,121.66,P 1,-38.52,-0.35,,,,,83.06,-11.47,12.02,-11.47,,,,,0.0,23.97,17.27,1.34,5.24,4.42,0.01,1.18,-0.35,0.31,-3.24,-2.13,-0.31,2.06,2.48,-0.0,OsOO,OsTeTe,-3.1,0.01,-3.1,0.01,1.19
1209,1209,1209,T',OsSSe,Os,S,Se,761634-3,6.71,3.59,19,90,90,122.4,P m,-39.02,-0.62,-0.75,0.28,0.21,0.23,113.88,28.63,117.72,28.63,-0.88,0.32,0.15,0.15,0.78,5.77,6.02,1.35,0.4,0.6,0.0,-1.79,-2.52,-0.09,0.49,1.01,0.03,1.29,1.51,0.06,OsSS,OsSeSe,-0.8,-0.51,-0.8,-0.51,0.04
1210,1210,1210,T',OsSTe,Os,S,Te,761652-3,6.92,3.68,19,90,90,122.12,P 1,-37.37,-0.16,-1.39,0.7,0.4,0.47,104.45,25.14,100.04,25.14,-1.76,0.94,0.31,0.37,0.46,7.67,7.82,1.39,1.2,1.27,0.0,-2.35,-2.95,-0.02,0.08,0.75,-0.03,2.27,2.2,0.04,OsSS,OsTeTe,-0.8,0.01,-0.8,0.01,0.24
1211,1211,1211,T',OsSeTe,Os,Se,Te,763452-3,7.06,3.77,19,90,90,122.32,P 1,-36.11,-0.16,-0.63,-0.03,0.16,0.19,97.2,24.66,97.76,24.66,-0.86,-0.05,0.13,0.16,0.71,6.62,6.81,1.42,1.0,1.0,0.0,-3.05,-3.31,-0.15,0.84,1.15,0.05,2.2,2.16,0.1,OsSeSe,OsTeTe,-0.51,0.01,-0.51,0.01,0.09
1212,1212,1212,T',RuOS,Ru,O,S,440816-3,6.11,3.26,19,90,90,122.27,P m,-39.75,-1.99,-2.14,1.7,1.93,2.09,130.34,30.83,127.0,30.83,-2.15,1.76,1.2,1.32,0.55,6.11,6.59,1.27,1.23,1.77,0.01,0.72,-0.38,0.22,-2.09,-1.55,-0.24,1.37,1.92,0.02,RuOO,RuSS,-3.55,-1.15,-3.55,-1.15,0.35
1213,1213,1213,T',RuOSe,Ru,O,Se,440834-3,6.22,3.28,19,90,90,121.86,P 1,-37.87,-1.69,-1.57,4.65,2.63,2.89,116.04,24.52,95.64,24.52,-1.72,6.53,1.87,2.4,0.31,10.57,9.72,1.3,2.67,3.1,0.01,0.83,-0.56,0.31,-2.62,-1.58,-0.29,1.79,2.14,-0.02,RuOO,RuSeSe,-3.55,-1.02,-3.55,-1.02,0.6
1214,1214,1214,T',RuOTe,Ru,O,Te,440852-3,6.44,3.13,19,90,90,119.15,P 1,-36.27,-1.25,,,,,108.51,36.56,110.04,36.56,,,,,0.0,25.59,21.28,1.35,8.65,10.55,0.01,-1.73,-3.0,0.23,-1.18,-0.7,-0.27,2.91,3.7,0.04,RuOO,RuTeTe,-3.55,-0.61,-3.55,-0.61,0.83
1215,1215,1215,T',RuSSe,Ru,S,Se,441634-3,6.68,3.52,19,90,90,121.77,P m,-35.85,-1.06,-0.85,0.22,0.47,0.46,102.88,24.34,100.58,24.34,-1.09,0.29,0.37,0.37,0.8,6.93,7.02,1.36,0.71,0.89,0.0,-2.26,-2.83,-0.07,0.68,1.14,0.02,1.59,1.69,0.05,RuSS,RuSeSe,-1.15,-1.02,-1.15,-1.02,0.03
1216,1216,1216,T',RuSTe,Ru,S,Te,441652-3,6.88,3.59,19,90,90,121.53,P 1,-34.42,-0.7,-0.8,1.68,0.96,0.99,90.56,20.05,83.94,20.05,-1.14,2.63,0.86,0.96,0.23,12.38,11.79,1.4,2.47,2.16,0.0,-2.43,-2.95,0.04,-0.02,0.72,-0.05,2.45,2.23,0.01,RuSS,RuTeTe,-1.15,-0.61,-1.15,-0.61,0.18
1217,1217,1217,T',RuSeTe,Ru,Se,Te,443452-3,7.03,3.7,19,90,90,121.75,P 1,-33.24,-0.74,-0.45,0.18,0.45,0.47,86.4,21.29,83.23,21.29,-0.69,0.28,0.41,0.45,0.56,8.27,8.24,1.42,1.48,1.29,0.0,-3.42,-3.47,-0.12,1.04,1.28,0.04,2.38,2.18,0.08,RuSeSe,RuTeTe,-1.02,-0.61,-1.02,-0.61,0.07
1218,1218,1218,T',FeCBr,Fe,C,Br,260635-3,6.19,3.01,19,90,90,119.11,P 1,-33.57,2.19,,,,,75.35,-5.54,25.74,-5.54,,,,,0.0,36.84,31.8,1.33,3.07,3.89,0.02,-3.93,-3.71,0.1,3.73,3.5,-0.02,0.2,0.21,-0.08,FeCC,FeBrBr,2.54,-1.57,-1.57,2.54,1.7
1219,1219,1219,T',FeCCl,Fe,C,Cl,260617-3,6.11,3.04,19,90,90,119.81,P 1,-35.15,1.69,,,,,62.19,9.04,61.76,9.04,,,,,0.0,63.48,85.49,1.27,2.99,4.46,0.0,-0.64,-1.25,0.1,1.32,1.8,0.03,-0.68,-0.55,-0.13,FeCC,FeClCl,2.54,-2.23,-2.23,2.54,1.53
1220,1220,1220,T',FeCF,Fe,C,F,260609-3,5.72,2.86,19,90,90,120.0,P 1,-38.97,-0.21,,,,,99.1,55.63,99.54,55.63,,,,,0.0,22.49,27.75,1.2,2.8,4.23,0.01,-0.19,1.69,0.22,2.04,0.91,0.08,-1.85,-2.59,-0.29,FeCC,FeFF,2.54,-5.57,-5.57,2.54,1.3
1221,1221,1221,T',FeCI,Fe,C,I,260653-3,5.61,3.12,19,90,90,123.79,P 1,-33.44,2.08,,,,,58.15,53.59,105.97,53.59,,,,,0.0,40.16,60.74,1.85,14.77,25.2,0.11,-5.94,-6.88,0.17,5.64,5.14,-0.13,0.3,1.74,-0.04,FeCC,FeII,2.54,-0.2,-0.2,2.54,0.91
1222,1222,1222,T',FeGeBr,Fe,Ge,Br,263235-3,6.79,3.33,19,90,90,119.41,P 1,-28.19,0.15,,,,,41.18,8.15,40.52,8.15,,,,,0.0,22.65,18.19,1.43,3.91,6.79,0.01,-1.4,-1.47,0.11,2.15,2.58,0.07,-0.75,-1.11,-0.19,FeGeGe,FeBrBr,0.81,-1.57,-1.57,0.81,0.53
